수준,날짜 및 시간,원본,이벤트 ID,작업 범주
정보,2025-06-23 오후 9:11:14,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:11:14.336
ProcessGuid: {c00189fc-1622-6859-8859-000000006900}
ProcessId: 359332
Image: C:\Windows\System32\svchost.exe
User: NT AUTHORITY\SYSTEM"
정보,2025-06-23 오후 9:11:06,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:11:06.530
ProcessGuid: {c00189fc-444d-6859-785a-000000006900}
ProcessId: 389396
Image: C:\Program Files\Google\Chrome\Application\chrome.exe
User: DESKTOP-GHQF7EL\wah43"
정보,2025-06-23 오후 9:11:06,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:11:06.529
ProcessGuid: {c00189fc-4458-6859-7d5a-000000006900}
ProcessId: 387920
Image: C:\Program Files\Google\Chrome\Application\chrome.exe
User: DESKTOP-GHQF7EL\wah43"
정보,2025-06-23 오후 9:11:06,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:11:06.467
ProcessGuid: {c00189fc-444d-6859-775a-000000006900}
ProcessId: 389304
Image: C:\Program Files\Google\Chrome\Application\chrome.exe
User: DESKTOP-GHQF7EL\wah43"
정보,2025-06-23 오후 9:10:59,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:10:59.434
ProcessGuid: {c00189fc-4451-6859-795a-000000006900}
ProcessId: 390548
Image: C:\Program Files\Google\Chrome\Application\chrome.exe
User: DESKTOP-GHQF7EL\wah43"
정보,2025-06-23 오후 9:10:54,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:10:54.481
ProcessGuid: {c00189fc-444d-6859-755a-000000006900}
ProcessId: 389300
Image: C:\Program Files\Google\Chrome\Application\137.0.7151.120\elevation_service.exe
User: NT AUTHORITY\SYSTEM"
정보,2025-06-23 오후 9:10:48,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:10:48.950
ProcessGuid: {c00189fc-4441-6859-6f5a-000000006900}
ProcessId: 390376
Image: C:\Windows\System32\dllhost.exe
User: DESKTOP-GHQF7EL\wah43"
정보,2025-06-23 오후 9:10:47,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:10:47.643
ProcessGuid: {c00189fc-4440-6859-6e5a-000000006900}
ProcessId: 390260
Image: C:\Windows\System32\dllhost.exe
User: DESKTOP-GHQF7EL\wah43"
정보,2025-06-23 오후 9:10:46,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:10:46.399
ProcessGuid: {c00189fc-443e-6859-6c5a-000000006900}
ProcessId: 390408
Image: C:\Program Files\Microsoft OneDrive\25.095.0518.0002\FileCoAuth.exe
User: DESKTOP-GHQF7EL\wah43"
정보,2025-06-23 오후 9:10:39,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:10:39.522
ProcessGuid: {c00189fc-443f-6859-6d5a-000000006900}
ProcessId: 390460
Image: C:\Windows\System32\rundll32.exe
User: DESKTOP-GHQF7EL\wah43"
정보,2025-06-23 오후 9:10:08,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:10:08.598
ProcessGuid: {c00189fc-42a8-6859-035a-000000006900}
ProcessId: 380252
Image: C:\Program Files\Google\Chrome\Application\chrome.exe
User: DESKTOP-GHQF7EL\wah43"
정보,2025-06-23 오후 9:10:08,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:10:08.487
ProcessGuid: {c00189fc-42a6-6859-025a-000000006900}
ProcessId: 380292
Image: C:\Program Files\Google\Chrome\Application\chrome.exe
User: DESKTOP-GHQF7EL\wah43"
정보,2025-06-23 오후 9:10:08,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:10:08.311
ProcessGuid: {c00189fc-42a9-6859-065a-000000006900}
ProcessId: 379500
Image: C:\Program Files\Google\Chrome\Application\chrome.exe
User: DESKTOP-GHQF7EL\wah43"
정보,2025-06-23 오후 9:10:08,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:10:08.245
ProcessGuid: {c00189fc-42a9-6859-085a-000000006900}
ProcessId: 380516
Image: C:\Program Files\Google\Chrome\Application\chrome.exe
User: DESKTOP-GHQF7EL\wah43"
정보,2025-06-23 오후 9:10:08,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:10:08.198
ProcessGuid: {c00189fc-42a9-6859-075a-000000006900}
ProcessId: 380784
Image: C:\Program Files\Google\Chrome\Application\chrome.exe
User: DESKTOP-GHQF7EL\wah43"
정보,2025-06-23 오후 9:10:07,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:10:07.639
ProcessGuid: {c00189fc-4416-6859-6b5a-000000006900}
ProcessId: 390100
Image: C:\Program Files\Google\Chrome\Application\chrome.exe
User: DESKTOP-GHQF7EL\wah43"
정보,2025-06-23 오후 9:10:07,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:10:07.536
ProcessGuid: {c00189fc-42f9-6859-4f5a-000000006900}
ProcessId: 384856
Image: C:\Program Files\Google\Chrome\Application\chrome.exe
User: DESKTOP-GHQF7EL\wah43"
정보,2025-06-23 오후 9:09:58,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:09:58.898
ProcessGuid: {c00189fc-4414-6859-6a5a-000000006900}
ProcessId: 390824
Image: C:\Program Files\Google\Chrome\Application\chrome.exe
User: DESKTOP-GHQF7EL\wah43"
정보,2025-06-23 오후 9:09:42,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:09:42.090
ProcessGuid: {c00189fc-42bf-6859-335a-000000006900}
ProcessId: 382956
Image: C:\Program Files\Google\Chrome\Application\chrome.exe
User: DESKTOP-GHQF7EL\wah43"
정보,2025-06-23 오후 9:09:34,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:09:34.380
ProcessGuid: {c00189fc-42c0-6859-355a-000000006900}
ProcessId: 383976
Image: C:\Windows\System32\audiodg.exe
User: NT AUTHORITY\LOCAL SERVICE"
정보,2025-06-23 오후 9:09:10,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:09:10.321
ProcessGuid: {c00189fc-43c7-6859-695a-000000006900}
ProcessId: 389468
Image: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
User: DESKTOP-GHQF7EL\wah43"
정보,2025-06-23 오후 9:08:50,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:08:50.932
ProcessGuid: {c00189fc-4299-6859-db59-000000006900}
ProcessId: 376720
Image: C:\Windows\System32\smartscreen.exe
User: DESKTOP-GHQF7EL\wah43"
정보,2025-06-23 오후 9:07:45,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:07:45.179
ProcessGuid: {c00189fc-4291-6859-d359-000000006900}
ProcessId: 376128
Image: C:\Windows\System32\RuntimeBroker.exe
User: DESKTOP-GHQF7EL\wah43"
정보,2025-06-23 오후 9:07:41,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:07:41.021
ProcessGuid: {c00189fc-42dd-6859-455a-000000006900}
ProcessId: 386036
Image: C:\Windows\System32\RuntimeBroker.exe
User: DESKTOP-GHQF7EL\wah43"
정보,2025-06-23 오후 9:07:11,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:07:11.243
ProcessGuid: {c00189fc-434f-6859-685a-000000006900}
ProcessId: 388544
Image: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
User: DESKTOP-GHQF7EL\wah43"
정보,2025-06-23 오후 9:07:10,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:07:10.960
ProcessGuid: {c00189fc-42d5-6859-405a-000000006900}
ProcessId: 341272
Image: C:\Windows\System32\backgroundTaskHost.exe
User: DESKTOP-GHQF7EL\wah43"
정보,2025-06-23 오후 9:06:29,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:06:29.602
ProcessGuid: {c00189fc-4339-6859-625a-000000006900}
ProcessId: 387372
Image: C:\Program Files\Microsoft OneDrive\25.095.0518.0002\FileCoAuth.exe
User: DESKTOP-GHQF7EL\wah43"
정보,2025-06-23 오후 9:06:28,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:06:28.817
ProcessGuid: {c00189fc-4344-6859-655a-000000006900}
ProcessId: 387580
Image: C:\Program Files\AhnLab\Safe Transaction\ASDWsc.exe
User: NT AUTHORITY\SYSTEM"
정보,2025-06-23 오후 9:06:28,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:06:28.700
ProcessGuid: {c00189fc-4344-6859-645a-000000006900}
ProcessId: 370924
Image: C:\Program Files\AhnLab\Safe Transaction\ASDWsc.exe
User: NT AUTHORITY\SYSTEM"
정보,2025-06-23 오후 9:06:26,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:06:26.316
ProcessGuid: {c00189fc-4307-6859-535a-000000006900}
ProcessId: 384912
Image: C:\Windows\System32\svchost.exe
User: NT AUTHORITY\SYSTEM"
정보,2025-06-23 오후 9:06:23,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:06:23.314
ProcessGuid: {c00189fc-433e-6859-635a-000000006900}
ProcessId: 387344
Image: C:\Windows\System32\backgroundTaskHost.exe
User: DESKTOP-GHQF7EL\wah43"
정보,2025-06-23 오후 9:06:11,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:06:11.066
ProcessGuid: {c00189fc-4287-6859-c459-000000006900}
ProcessId: 373136
Image: C:\Program Files\HPPrintScanDoctor\HPPrinterHealthMonitor.exe
User: DESKTOP-GHQF7EL\wah43"
정보,2025-06-23 오후 9:06:01,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:06:01.598
ProcessGuid: {c00189fc-42ae-6859-165a-000000006900}
ProcessId: 381580
Image: C:\Windows\servicing\TrustedInstaller.exe
User: NT AUTHORITY\SYSTEM"
정보,2025-06-23 오후 9:06:01,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:06:01.584
ProcessGuid: {c00189fc-42ae-6859-175a-000000006900}
ProcessId: 381500
Image: C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.19041.5911_none_7dd4fd687cb889e8\TiWorker.exe
User: NT AUTHORITY\SYSTEM"
정보,2025-06-23 오후 9:05:54,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:05:54.826
ProcessGuid: {c00189fc-4321-6859-5e5a-000000006900}
ProcessId: 386408
Image: C:\Program Files\Google\Chrome\Application\chrome.exe
User: DESKTOP-GHQF7EL\wah43"
정보,2025-06-23 오후 9:05:49,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:05:49.635
ProcessGuid: {c00189fc-431c-6859-5d5a-000000006900}
ProcessId: 380920
Image: C:\Users\wah43\AppData\Local\Programs\schedo\스케두.exe
User: DESKTOP-GHQF7EL\wah43"
정보,2025-06-23 오후 9:05:42,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:05:42.012
ProcessGuid: {c00189fc-4313-6859-5c5a-000000006900}
ProcessId: 387192
Image: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
User: DESKTOP-GHQF7EL\wah43"
정보,2025-06-23 오후 9:05:37,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:05:37.961
ProcessGuid: {c00189fc-42b3-6859-1a5a-000000006900}
ProcessId: 382760
Image: C:\Program Files\AhnLab\Safe Transaction\MUpdate2\ASDTEMP\ASDUp.exe
User: NT AUTHORITY\SYSTEM"
정보,2025-06-23 오후 9:05:34,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:05:34.544
ProcessGuid: {c00189fc-4308-6859-545a-000000006900}
ProcessId: 380980
Image: C:\Program Files\AhnLab\Safe Transaction\MUpdate2\Update\ars\v3restore.exe
User: NT AUTHORITY\SYSTEM"
정보,2025-06-23 오후 9:05:34,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:05:34.519
ProcessGuid: {c00189fc-430d-6859-5b5a-000000006900}
ProcessId: 372584
Image: C:\Program Files\AhnLab\Safe Transaction\ASDCli.exe
User: NT AUTHORITY\SYSTEM"
정보,2025-06-23 오후 9:05:33,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:05:33.710
ProcessGuid: {c00189fc-430c-6859-5a5a-000000006900}
ProcessId: 372548
Image: C:\Program Files\AhnLab\Safe Transaction\ASDCli.exe
User: NT AUTHORITY\SYSTEM"
정보,2025-06-23 오후 9:05:32,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:05:32.513
ProcessGuid: {c00189fc-430a-6859-595a-000000006900}
ProcessId: 387160
Image: C:\Program Files\AhnLab\Safe Transaction\ASDCli.exe
User: NT AUTHORITY\SYSTEM"
정보,2025-06-23 오후 9:05:30,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:05:30.947
ProcessGuid: {c00189fc-42e9-6859-495a-000000006900}
ProcessId: 386612
Image: C:\Windows\System32\svchost.exe
User: NT AUTHORITY\SYSTEM"
정보,2025-06-23 오후 9:05:30,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:05:30.790
ProcessGuid: {c00189fc-4309-6859-585a-000000006900}
ProcessId: 385200
Image: C:\Program Files\AhnLab\Safe Transaction\ASDCli.exe
User: NT AUTHORITY\SYSTEM"
정보,2025-06-23 오후 9:05:30,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:05:30.610
ProcessGuid: {c00189fc-4302-6859-525a-000000006900}
ProcessId: 382720
Image: C:\Program Files\AhnLab\Safe Transaction\ASDCli.exe
User: NT AUTHORITY\SYSTEM"
정보,2025-06-23 오후 9:05:29,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:05:29.196
ProcessGuid: {c00189fc-4308-6859-555a-000000006900}
ProcessId: 384736
Image: C:\Program Files\AhnLab\Safe Transaction\ASDCli.exe
User: NT AUTHORITY\SYSTEM"
정보,2025-06-23 오후 9:05:28,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:05:28.748
ProcessGuid: {c00189fc-4308-6859-575a-000000006900}
ProcessId: 383136
Image: C:\Program Files\AhnLab\Safe Transaction\ASDWsc.exe
User: NT AUTHORITY\SYSTEM"
정보,2025-06-23 오후 9:05:28,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:05:28.676
ProcessGuid: {c00189fc-42cf-6859-3c5a-000000006900}
ProcessId: 385020
Image: C:\Program Files\AhnLab\Safe Transaction\MUpdate2\Update\autoup.exe
User: NT AUTHORITY\SYSTEM"
정보,2025-06-23 오후 9:05:28,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:05:28.580
ProcessGuid: {c00189fc-4308-6859-565a-000000006900}
ProcessId: 385404
Image: C:\Program Files\AhnLab\Safe Transaction\ASDWsc.exe
User: NT AUTHORITY\SYSTEM"
정보,2025-06-23 오후 9:05:28,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:05:28.559
ProcessGuid: {c00189fc-42ab-6859-115a-000000006900}
ProcessId: 376752
Image: C:\Windows\System32\wbem\WmiPrvSE.exe
User: NT AUTHORITY\NETWORK SERVICE"
정보,2025-06-23 오후 9:05:28,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:05:28.542
ProcessGuid: {c00189fc-42ae-6859-155a-000000006900}
ProcessId: 381728
Image: C:\Windows\System32\wbem\WmiPrvSE.exe
User: NT AUTHORITY\LOCAL SERVICE"
정보,2025-06-23 오후 9:05:27,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:05:27.652
ProcessGuid: {c00189fc-42fa-6859-515a-000000006900}
ProcessId: 383668
Image: C:\Program Files\AhnLab\Safe Transaction\AupASD.exe
User: NT AUTHORITY\SYSTEM"
정보,2025-06-23 오후 9:05:14,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:05:14.730
ProcessGuid: {c00189fc-42f5-6859-4e5a-000000006900}
ProcessId: 380016
Image: C:\Program Files\Google\Chrome\Application\chrome.exe
User: DESKTOP-GHQF7EL\wah43"
정보,2025-06-23 오후 9:05:14,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:05:14.671
ProcessGuid: {c00189fc-42f4-6859-4d5a-000000006900}
ProcessId: 386716
Image: C:\Program Files\Google\Chrome\Application\chrome.exe
User: DESKTOP-GHQF7EL\wah43"
정보,2025-06-23 오후 9:05:14,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:05:14.665
ProcessGuid: {c00189fc-42fa-6859-505a-000000006900}
ProcessId: 385080
Image: C:\Program Files\Google\Chrome\Application\chrome.exe
User: DESKTOP-GHQF7EL\wah43"
정보,2025-06-23 오후 9:05:14,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:05:14.400
ProcessGuid: {c00189fc-4281-6859-a659-000000006900}
ProcessId: 371724
Image: C:\Windows\System32\svchost.exe
User: NT AUTHORITY\SYSTEM"
정보,2025-06-23 오후 9:05:06,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:05:06.742
ProcessGuid: {c00189fc-42e3-6859-465a-000000006900}
ProcessId: 385980
Image: C:\Program Files\AhnLab\Safe Transaction\AupASD.exe
User: NT AUTHORITY\SYSTEM"
정보,2025-06-23 오후 9:05:03,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:05:03.140
ProcessGuid: {c00189fc-42cb-6859-3a5a-000000006900}
ProcessId: 384044
Image: C:\Program Files\Google\Chrome\Application\chrome.exe
User: DESKTOP-GHQF7EL\wah43"
정보,2025-06-23 오후 9:05:02,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:05:02.703
ProcessGuid: {c00189fc-42a9-6859-045a-000000006900}
ProcessId: 379644
Image: C:\Windows\System32\RuntimeBroker.exe
User: DESKTOP-GHQF7EL\wah43"
정보,2025-06-23 오후 9:04:59,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:04:59.754
ProcessGuid: {c00189fc-42ea-6859-4c5a-000000006900}
ProcessId: 386676
Image: C:\Windows\System32\backgroundTaskHost.exe
User: DESKTOP-GHQF7EL\wah43"
정보,2025-06-23 오후 9:04:57,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:04:57.955
ProcessGuid: {c00189fc-42e9-6859-4b5a-000000006900}
ProcessId: 384564
Image: C:\Windows\System32\backgroundTaskHost.exe
User: DESKTOP-GHQF7EL\wah43"
정보,2025-06-23 오후 9:04:54,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:04:54.509
ProcessGuid: {c00189fc-42e6-6859-485a-000000006900}
ProcessId: 382124
Image: C:\Program Files\AhnLab\Safe Transaction\ASDWsc.exe
User: NT AUTHORITY\SYSTEM"
정보,2025-06-23 오후 9:04:54,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:04:54.440
ProcessGuid: {c00189fc-42e6-6859-475a-000000006900}
ProcessId: 386024
Image: C:\Program Files\AhnLab\Safe Transaction\ASDWsc.exe
User: NT AUTHORITY\SYSTEM"
정보,2025-06-23 오후 9:04:51,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:04:51.154
ProcessGuid: {c00189fc-42ad-6859-135a-000000006900}
ProcessId: 381296
Image: C:\Windows\System32\svchost.exe
User: NT AUTHORITY\SYSTEM"
정보,2025-06-23 오후 9:04:42,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:04:42.489
ProcessGuid: {c00189fc-42da-6859-435a-000000006900}
ProcessId: 384224
Image: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
User: DESKTOP-GHQF7EL\wah43"
정보,2025-06-23 오후 9:04:41,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:04:41.271
ProcessGuid: {c00189fc-42d8-6859-425a-000000006900}
ProcessId: 382036
Image: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
User: DESKTOP-GHQF7EL\wah43"
정보,2025-06-23 오후 9:04:41,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:04:41.023
ProcessGuid: {c00189fc-42d8-6859-415a-000000006900}
ProcessId: 350428
Image: C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
User: DESKTOP-GHQF7EL\wah43"
정보,2025-06-23 오후 9:04:38,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:04:38.785
ProcessGuid: {c00189fc-4284-6859-be59-000000006900}
ProcessId: 374188
Image: C:\Program Files\Microsoft Office\root\vfs\ProgramFilesCommonX64\Microsoft Shared\OFFICE16\opushutil.exe
User: DESKTOP-GHQF7EL\wah43"
정보,2025-06-23 오후 9:04:34,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:04:34.962
ProcessGuid: {c00189fc-42d2-6859-3f5a-000000006900}
ProcessId: 380996
Image: C:\Windows\System32\backgroundTaskHost.exe
User: DESKTOP-GHQF7EL\wah43"
정보,2025-06-23 오후 9:04:33,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:04:33.310
ProcessGuid: {c00189fc-42d1-6859-3e5a-000000006900}
ProcessId: 384900
Image: C:\Windows\System32\conhost.exe
User: DESKTOP-GHQF7EL\wah43"
정보,2025-06-23 오후 9:04:33,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:04:33.308
ProcessGuid: {c00189fc-42d1-6859-3d5a-000000006900}
ProcessId: 384880
Image: C:\Windows\System32\wevtutil.exe
User: DESKTOP-GHQF7EL\wah43"
정보,2025-06-23 오후 9:04:32,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:04:32.685
ProcessGuid: {c00189fc-429e-6859-f059-000000006900}
ProcessId: 379072
Image: C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22342.0_x64__8wekyb3d8bbwe\HxTsr.exe
User: DESKTOP-GHQF7EL\wah43"
정보,2025-06-23 오후 9:04:31,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:04:31.551
ProcessGuid: {c00189fc-42b5-6859-1f5a-000000006900}
ProcessId: 383284
Image: C:\Program Files\AhnLab\Safe Transaction\MUpdate2\MUpdate2.exe
User: NT AUTHORITY\SYSTEM"
정보,2025-06-23 오후 9:04:31,Microsoft-Windows-Sysmon,5,Process terminated (rule: ProcessTerminate),"Process terminated:
RuleName: -
UtcTime: 2025-06-23 12:04:31.363
ProcessGuid: {c00189fc-42ce-6859-3b5a-000000006900}
ProcessId: 384456
Image: C:\Windows\System32\backgroundTaskHost.exe
User: DESKTOP-GHQF7EL\wah43"
